#run name,release box,start year,start month,start day,start hour,start min,end year,end month,end day,end hour,end min,time step in hours ,num of particles
El_Monte,25.66 35.33 25.67 35.34,2013,6,6,17,30,2013,6,17,17,30,12,20000
